	word	emotion	association
6615	inanition	sadness	1
6616	averse	sadness	1
6617	sairy	sadness	1
6618	agitator	sadness	1
6619	kite	sadness	1
6620	broken-hearted	sadness	1
6621	keep your hair on	sadness	1
6622	don't get mad, get even	sadness	1
6623	bloodbath	sadness	1
6624	exanimate	sadness	1
6625	it’s/that’s OK	sadness	1
6626	supportive	sadness	1
6627	pity	sadness	1
6628	moan	sadness	1
6629	shed tears	sadness	1
6630	unpopular	sadness	1
6631	cyberbully	sadness	1
6632	languorous	sadness	1
6633	dismayed	sadness	1
6634	someone's heart sinks	sadness	1
6635	success	sadness	1
6636	mopoke	sadness	1
6637	play-acting	sadness	1
6638	get back at	sadness	1
6639	counterfaller	sadness	1
6640	jangle	sadness	1
6641	talk about	sadness	1
6642	huddled	sadness	1
6643	fossiform	sadness	1
6644	purl	sadness	1
6645	I'm afraid	sadness	1
6646	camoused	sadness	1
6647	not important	sadness	1
6648	getting your point across	sadness	1
6649	bereavement	sadness	1
6650	ululation	sadness	1
6651	tragicomic	sadness	1
6652	brand	sadness	1
6653	meditate	sadness	1
6654	innocuous	sadness	1
6655	come to	sadness	1
6656	lowly	sadness	1
6657	glass chin	sadness	1
6658	tristful	sadness	1
6659	feeling bad	sadness	1
6660	screw up	sadness	1
6661	delicate	sadness	1
6662	thrifty	sadness	1
6663	overemotional	sadness	1
6664	dismally	sadness	1
6665	make mischief	sadness	1
6666	feels	sadness	1
6667	standing out	sadness	1
6668	sunk center	sadness	1
6669	calamitous	sadness	1
6670	aiyo	sadness	1
6671	emo horror	sadness	1
6672	tenderhearted	sadness	1
6673	lost soul	sadness	1
6674	melancholia	sadness	1
6675	distress	sadness	1
6676	pal	sadness	1
6677	triste	sadness	1
6678	trough	sadness	1
6679	broach	sadness	1
6680	high-strung	sadness	1
6681	hard working	sadness	1
6682	Jonathan spot	sadness	1
6683	running-trap	sadness	1
6684	well-adjusted	sadness	1
6685	put one's foot in it	sadness	1
6686	consolatory	sadness	1
6687	twelfth	sadness	1
6688	be in a mood	sadness	1
6689	deplore	sadness	1
6690	equanimous	sadness	1
6691	languor	sadness	1
6692	apathy	sadness	1
6693	joyful	sadness	1
6694	uproar	sadness	1
6695	crater	sadness	1
6696	overturn	sadness	1
6697	easy-going	sadness	1
6698	divination	sadness	1
6699	descend	sadness	1
6700	doldrums	sadness	1
6701	well known	sadness	1
6702	home	sadness	1
6703	tristitiate	sadness	1
6704	soberly	sadness	1
6705	track instrument	sadness	1
6706	sulk	sadness	1
6707	bitter pit	sadness	1
6708	indelible	sadness	1
6709	go postal	sadness	1
6710	cloud over	sadness	1
6711	jade	sadness	1
6712	overtilt	sadness	1
6713	rile	sadness	1
6714	be in good, the best possible, etc. taste	sadness	1
6715	keyed	sadness	1
6716	bialy	sadness	1
6717	ail	sadness	1
6718	weepie	sadness	1
6719	spiritless	sadness	1
6720	nostalgic	sadness	1
6721	painful	sadness	1
6722	umbilicate	sadness	1
6723	incredulous	sadness	1
6724	I’d hate (for) someone/something to do something	sadness	1
6725	dysthymia	sadness	1
6726	umbo	sadness	1
6727	collected	sadness	1
6728	brassed off	sadness	1
6729	usury	sadness	1
6730	malice	sadness	1
6731	turnover	sadness	1
6732	counter	sadness	1
6733	wrought up	sadness	1
6734	compassionate	sadness	1
6735	noir	sadness	1
6736	Romeo and Juliet	sadness	1
6737	inverted siphon	sadness	1
6738	Samaritan	sadness	1
6739	end in tears	sadness	1
6740	lead a dog's life	sadness	1
6741	think over	sadness	1
6742	stir-crazy	sadness	1
6743	confront	sadness	1
6744	exercise	sadness	1
6745	depressibility	sadness	1
6746	push/press someone’s buttons	sadness	1
6747	make it up to sb	sadness	1
6748	make no bones about	sadness	1
6749	up and down	sadness	1
6750	make	sadness	1
6751	rebukable	sadness	1
6752	goad on	sadness	1
6753	ochone	sadness	1
6754	up yourself	sadness	1
6755	libido	sadness	1
6756	worsen	sadness	1
6757	in a sulk	sadness	1
6758	unblushing	sadness	1
6759	glad	sadness	1
6760	drag down	sadness	1
6761	in the cold light of day	sadness	1
6762	panel	sadness	1
6763	angel shark	sadness	1
6764	wrench	sadness	1
6765	annoyed	sadness	1
6766	untimely	sadness	1
6767	uncomfortable	sadness	1
6768	disgrace	sadness	1
6769	cry on someone’s shoulder	sadness	1
6770	admission	sadness	1
6771	have issues	sadness	1
6772	hasten	sadness	1
6773	teary	sadness	1
6774	chill	sadness	1
6775	off your food	sadness	1
6776	undelight	sadness	1
6777	key	sadness	1
6778	epiglottis	sadness	1
6779	glut	sadness	1
6780	unrepentant	sadness	1
6781	felicity	sadness	1
6782	aggravate	sadness	1
6783	idyll	sadness	1
6784	tragedienne	sadness	1
6785	unsupportive	sadness	1
6786	unflappable	sadness	1
6787	schmaltz	sadness	1
6788	irony	sadness	1
6789	what/why must...?	sadness	1
6790	mortician	sadness	1
6791	at the end of your rope	sadness	1
6792	behind	sadness	1
6793	derange	sadness	1
6794	oppress	sadness	1
6795	dejection	sadness	1
6796	puffy	sadness	1
6797	it makes me (want to) puke	sadness	1
6798	who/why/what etc ever?	sadness	1
6799	unhappied	sadness	1
6800	gross	sadness	1
6801	killifish	sadness	1
6802	intaglio	sadness	1
6803	get to sb	sadness	1
6804	dry-eyed	sadness	1
6805	suffer in silence	sadness	1
6806	sensitively	sadness	1
6807	psychoanalyze	sadness	1
6808	contrist	sadness	1
6809	a nervous wreck	sadness	1
6810	downer	sadness	1
6811	be in a paddy/have a paddy	sadness	1
6812	isolated	sadness	1
6813	riley	sadness	1
6814	uncomfortableness	sadness	1
6815	in a stew	sadness	1
6816	fed up	sadness	1
6817	in a perfect world	sadness	1
6818	my (humble/deepest/sincere etc) apologies	sadness	1
6819	withdrawn	sadness	1
6820	cathartic	sadness	1
6821	embrace	sadness	1
6822	thin skin	sadness	1
6823	supersensitive	sadness	1
6824	Orbitolina	sadness	1
6825	grumpy	sadness	1
6826	upturn	sadness	1
6827	feminine	sadness	1
6828	cringe-makingly	sadness	1
6829	hill holder	sadness	1
6830	low-down	sadness	1
6831	Herzberg's two-factor theory	sadness	1
6832	litotes	sadness	1
6833	add	sadness	1
6834	fear	sadness	1
6835	dyspepsia	sadness	1
6836	criminally	sadness	1
6837	dissatisfied	sadness	1
6838	get rob	sadness	1
6839	wallow in sth	sadness	1
6840	undo	sadness	1
6841	seven-year itch	sadness	1
6842	calm, cool, and collected	sadness	1
6843	trist	sadness	1
6844	gamut	sadness	1
6845	upraise	sadness	1
6846	mood	sadness	1
6847	morose	sadness	1
6848	misery loves company	sadness	1
6849	beggar	sadness	1
6850	grand opera	sadness	1
6851	dirge	sadness	1
6852	choked	sadness	1
6853	wear sackcloth and ashes	sadness	1
6854	languish	sadness	1
6855	easy come, easy go	sadness	1
6856	gone	sadness	1
6857	antagonistic	sadness	1
6858	run out of patience	sadness	1
6859	sorrily	sadness	1
6860	bite your tongue/lip	sadness	1
6861	on the other hand	sadness	1
6862	believe one's eyes/ears	sadness	1
6863	aerated	sadness	1
6864	feel down	sadness	1
6865	put it down to experience	sadness	1
6866	bore person	sadness	1
6867	exasperated	sadness	1
6868	squeamishly	sadness	1
6869	sorry for oneself	sadness	1
6870	what/who/where does someone think	sadness	1
6871	tristtul	sadness	1
6872	profligate	sadness	1
6873	on time	sadness	1
6874	unpoise	sadness	1
6875	shake/rock sth to its foundations	sadness	1
6876	cuttlefish	sadness	1
6877	mope around (somewhere)	sadness	1
6878	excuse the expression	sadness	1
6879	in a flap	sadness	1
6880	be bother	sadness	1
6881	frayed	sadness	1
6882	giving up	sadness	1
6883	feel sick	sadness	1
6884	smiley	joy	1
6885	wanting	sadness	1
6886	disruptive	sadness	1
6887	not mince (your) words	sadness	1
6888	put your head over/above the parapet	sadness	1
6889	fragile	sadness	1
6890	worry	sadness	1
6891	ruesomeness	sadness	1
6892	haunting	sadness	1
6893	drama queen	sadness	1
6894	put someone about	sadness	1
6895	thin-skinned	sadness	1
6896	this	sadness	1
6897	compunction	sadness	1
6898	great sadness	sadness	1
6899	Hale, Nathan	sadness	1
6900	up yours	sadness	1
6901	excuse me	sadness	1
6902	bored stiff	sadness	1
6903	lost without	sadness	1
6904	boiling	sadness	1
6905	composed	sadness	1
6906	a kick in the teeth/stomach/guts	sadness	1
6907	robbery	sadness	1
6908	dismissive	sadness	1
6909	dumpy	sadness	1
6910	sleepless night	sadness	1
6911	distraction	sadness	1
6912	destabilize	sadness	1
6913	no problem	sadness	1
6914	one's heart sinks	sadness	1
6915	areole	sadness	1
6916	disdain	sadness	1
6917	have kittens	sadness	1
6918	work-to-rule	sadness	1
6919	bastard	sadness	1
6920	unrejoicing	sadness	1
6921	sb's heart is in his/her boots	sadness	1
6922	disaster	sadness	1
6923	wittingly	sadness	1
6924	love someone else	sadness	1
6925	bummed	sadness	1
6926	poison-pen letter	sadness	1
6927	key-pin	sadness	1
6928	unbalance	sadness	1
6929	sollein	sadness	1
6930	tearfully	sadness	1
6931	brow	sadness	1
6932	poorness	sadness	1
6933	that’s quite all right	sadness	1
6934	mow	sadness	1
6935	distressed	sadness	1
6936	altogether	sadness	1
6937	hush	sadness	1
6938	sternly	sadness	1
6939	beg	sadness	1
6940	eaten up with/by	sadness	1
6941	thoughtless	sadness	1
6942	grouch	sadness	1
6943	bilious	sadness	1
6944	stiff upper lip	sadness	1
6945	assail	sadness	1
6946	work sb up	sadness	1
6947	seemed	sadness	1
6948	stable	sadness	1
6949	giving in	sadness	1
6950	fall to bits/pieces	sadness	1
6951	feel awful	sadness	1
6952	black mood	sadness	1
6953	tragically	sadness	1
6954	citrus	sadness	1
6955	lamentable	sadness	1
6956	cutting	sadness	1
6957	unworthy	sadness	1
6958	out of this world	sadness	1
6959	Pallar	sadness	1
6960	choke down	sadness	1
6961	ragamuffin	sadness	1
6962	hypochondriac	sadness	1
6963	black bearberry	sadness	1
6964	bitter	sadness	1
6965	bittersweet	sadness	1
6966	lay the ghost of sth (to rest)	sadness	1
6967	cut (someone) to the quick	sadness	1
6968	ten–cent	sadness	1
6969	the hump	sadness	1
6970	shamingly	sadness	1
6971	(as) happy (or lucky, miserable, etc.) as a bastard on Father's Day	sadness	1
6972	put someone off their stride	sadness	1
6973	kick someone in the teeth	sadness	1
6974	matelasse	sadness	1
6975	sable	sadness	1
6976	wail	sadness	1
6977	leery	sadness	1
6978	banish	sadness	1
6979	that’s/there’s...for you	sadness	1
6980	affected	sadness	1
6981	pine	sadness	1
6982	Six	sadness	1
6983	mopstick	sadness	1
6984	minacious	sadness	1
6985	disarrange	sadness	1
6986	it’s/that’s all right	sadness	1
6987	discharger	sadness	1
6988	deflation	sadness	1
6989	soul-destroying	sadness	1
6990	sober	sadness	1
6991	weigh down	sadness	1
6992	using someone	sadness	1
6993	despairing	sadness	1
6994	in control	sadness	1
6995	go out to sb	sadness	1
6996	it'll (all) end in tears	sadness	1
6997	dramatize	sadness	1
6998	impatient	sadness	1
6999	be cut up	sadness	1
7000	perhaps someone would care to do something/would someone care to do something?	sadness	1
7001	Batrachoididae	sadness	1
7002	ignominy	sadness	1
7003	storm	sadness	1
7004	opera	sadness	1
7005	pout	sadness	1
7006	I’m bound to say	sadness	1
7007	Alka-Seltzer	sadness	1
7008	levator	sadness	1
7009	fussy	sadness	1
7010	bad karma	sadness	1
7011	cool customer	sadness	1
7012	stitherum	sadness	1
7013	misbehave	sadness	1
7014	porokeratosis	sadness	1
7015	marry in haste, repent at leisure	sadness	1
7016	buskined	sadness	1
7017	over the top	sadness	1
7018	Kean, Edmund	sadness	1
7019	unapologetically	sadness	1
7020	porangi	sadness	1
7021	reproach oneself	sadness	1
7022	there, there	sadness	1
7023	genuinely	sadness	1
7024	sunken	sadness	1
7025	tear up	sadness	1
7026	temperamental	sadness	1
7027	wobbly	sadness	1
7028	grace	sadness	1
7029	tragic	sadness	1
7030	nary	sadness	1
7031	badly	sadness	1
7032	excuse	sadness	1
7033	handle/treat sb with kid gloves	sadness	1
7034	keen	sadness	1
7035	lose it	sadness	1
7036	infamy	sadness	1
7037	film noir	sadness	1
7038	guilt-free	sadness	1
7039	shenanigan	sadness	1
7040	blissful ignorance	sadness	1
7041	sovereign	sadness	1
7042	very happy	sadness	1
7043	bromide	sadness	1
7044	reminded	sadness	1
7045	air one's dirty linen in public	sadness	1
7046	crumple	sadness	1
7047	tremble	sadness	1
7048	reactive	sadness	1
7049	tragedian	sadness	1
7050	tragic irony	sadness	1
7051	thoughtful	sadness	1
7052	crowd in on	sadness	1
7053	thanks for nothing	sadness	1
7054	unruffled	sadness	1
7055	criminal	sadness	1
7056	embittered	sadness	1
7057	downthrown	sadness	1
7058	no-win	sadness	1
7059	judging someone	sadness	1
7060	apoplectic	sadness	1
7061	dissatisfaction	sadness	1
7062	get someone's goat	sadness	1
7063	shroud-waving	sadness	1
7064	feel rotten	sadness	1
7065	going against	sadness	1
7066	unconvinced	sadness	1
7067	in a huff	sadness	1
7068	browned off	sadness	1
7069	happy	joy	1
7070	woful	sadness	1
7071	evert	sadness	1
7072	ay	sadness	1
7073	gloom and doom	sadness	1
7074	be lost for words	sadness	1
7075	Duparc	sadness	1
7076	sinkhole	sadness	1
7077	humiliation	sadness	1
7078	all hell breaks loose	sadness	1
7079	offense	sadness	1
7080	slanderous	sadness	1
7081	piston	sadness	1
7082	lucrative	sadness	1
7083	tragicness	sadness	1
7084	keep things in proportion	sadness	1
7085	Ichabod	sadness	1
7086	blister figure	sadness	1
7087	on your knees	sadness	1
7088	nonetheless	sadness	1
7089	not needed	sadness	1
7090	draw blood	sadness	1
7091	muffled	sadness	1
7092	low self esteem	sadness	1
7093	understandable	sadness	1
7094	humour	sadness	1
7095	work oneself into a lather	sadness	1
7096	break sb's heart	sadness	1
7097	deprecate	sadness	1
7098	fox	sadness	1
7099	crabbed	sadness	1
7100	choke sth back	sadness	1
7101	finding yourself	sadness	1
7102	lovelorn	sadness	1
7103	pardon	sadness	1
7104	fliserable	sadness	1
7105	euphoric	sadness	1
7106	unheartsome	sadness	1
7107	bad feel	sadness	1
7108	unhinged	sadness	1
7109	in someone’s thoughts	sadness	1
7110	your heart aches	sadness	1
7111	hate	sadness	1
7112	do sb's head in	sadness	1
7113	out of control	sadness	1
7114	refuse	sadness	1
7115	feel lousy	sadness	1
7116	Cobain, Kurt	sadness	1
7117	dissembling	sadness	1
7118	love in	sadness	1
7119	flatten	sadness	1
7120	not (even) blink	sadness	1
7121	unbroken	sadness	1
7122	pudendum	sadness	1
7123	heartstrings	sadness	1
7124	loveful	sadness	1
7125	compose yourself	sadness	1
7126	tremolo	sadness	1
7127	tear sb's heart out	sadness	1
7128	disordered	sadness	1
7129	even-tempered	sadness	1
7130	wanly	sadness	1
7131	homesickness	sadness	1
7132	business is business	sadness	1
7133	hollow-eyed	sadness	1
7134	have a cow	sadness	1
7135	jangled nerves	sadness	1
7136	have the patience of a saint	sadness	1
7137	take something to heart	sadness	1
7138	bluish	sadness	1
7139	fuck sb off	sadness	1
7140	ugh	sadness	1
7141	touchy feely	sadness	1
7142	tip	sadness	1
7143	down in the mouth	sadness	1
7144	solitude	sadness	1
7145	be shoot	sadness	1
7146	tear	sadness	1
7147	Duse, Eleonora	sadness	1
7148	complicity	sadness	1
7149	to the core	sadness	1
7150	subdued	sadness	1
7151	seem	sadness	1
7152	never giving up	sadness	1
7153	feel sorry for someone	sadness	1
7154	damp	sadness	1
7155	someone wouldn’t hurt/harm a fly	sadness	1
7156	flutter the dovecotes	sadness	1
7157	weepy	sadness	1
7158	quill	sadness	1
7159	clear	sadness	1
7160	pathetic	sadness	1
7161	unexcited	sadness	1
7162	touch/strike/hit a raw nerve	sadness	1
7163	automatic line finder	sadness	1
7164	sin	sadness	1
7165	healing	sadness	1
7166	sappy	sadness	1
7167	bulb	sadness	1
7168	on a downer	sadness	1
7169	cast a pall on/over	sadness	1
7170	'm	sadness	1
7171	elegiac	sadness	1
7172	patience	sadness	1
7173	fuck (sth) up	sadness	1
7174	luctual	sadness	1
7175	grudge match	sadness	1
7176	pull one's hair out	sadness	1
7177	hai	sadness	1
7178	come to terms with something	sadness	1
7179	feel bad	sadness	1
7180	easygoing	sadness	1
7181	unparadise	sadness	1
7182	Neusatz	sadness	1
7183	gut-wrenching	sadness	1
7184	orphan	sadness	1
7185	for my sins	sadness	1
7186	composedly	sadness	1
7187	lachrymal	sadness	1
7188	Lapland rosebay	sadness	1
7189	ungrateful	sadness	1
7190	long face	sadness	1
7191	unperturbed	sadness	1
7192	sympathy card	sadness	1
7193	leave a nasty taste	sadness	1
7194	make someone’s life a misery	sadness	1
7195	atone	sadness	1
7196	lay/put a guilt trip on	sadness	1
7197	good/oh Lord	sadness	1
7198	deduce	sadness	1
7199	wig out	sadness	1
7200	complaint	sadness	1
7201	upsetting	sadness	1
7202	solemness	sadness	1
7203	bemused	sadness	1
7204	don't get me wrong	sadness	1
7205	mess (something or someone) up	sadness	1
7206	disappoint	sadness	1
7207	everything	sadness	1
7208	drive sb to drink	sadness	1
7209	exultant	sadness	1
7210	reverse	sadness	1
7211	concubine	sadness	1
7212	unbeloved	sadness	1
7213	past	sadness	1
7214	cathetometer	sadness	1
7215	affecting	sadness	1
7216	whirl	sadness	1
7217	frame	sadness	1
7218	try someone's patience	sadness	1
7219	hipped	sadness	1
7220	baking soda	sadness	1
7221	Kaposi's sarcoma	sadness	1
7222	underturn	sadness	1
7223	have a chip on your shoulder	sadness	1
7224	consolation	sadness	1
7225	frown	sadness	1
7226	disdainful	sadness	1
7227	heave a sigh	sadness	1
7228	sham medicine	sadness	1
7229	comfortingly	sadness	1
7230	be insult	sadness	1
7231	painfully	sadness	1
7232	shift lock	sadness	1
7233	tie oneself (up) in knots	sadness	1
7234	acater	sadness	1
7235	crocodile tears	sadness	1
7236	parade	sadness	1
7237	spirit	sadness	1
7238	color	sadness	1
7239	emotionable	sadness	1
7240	curt	sadness	1
7241	in distress	sadness	1
7242	have a care	sadness	1
7243	lurch	sadness	1
7244	pained	sadness	1
7245	agitation	sadness	1
7246	work overtime	sadness	1
7247	mope around	sadness	1
7248	grouse	sadness	1
7249	human emotion	sadness	1
7250	turn to sth	sadness	1
7251	deranged	sadness	1
7252	scathe	sadness	1
7253	dampen	sadness	1
7254	drive someone to distraction	sadness	1
7255	be out of your element	sadness	1
7256	plaint	sadness	1
7257	unwilling	sadness	1
7258	good Heavens/Lord/God/grief/gracious	sadness	1
7259	blot	sadness	1
7260	in a bad way	sadness	1
7261	lone	sadness	1
7262	contusion	sadness	1
7263	wretched	sadness	1
7264	good–tempered	sadness	1
7265	dwarf spurge	sadness	1
7266	parse	sadness	1
7267	SRY	sadness	1
7268	Reptantia	sadness	1
7269	miserly	sadness	1
7270	red-handed	sadness	1
7271	regenerate	sadness	1
7272	be in/get into a state	sadness	1
7273	underling	sadness	1
7274	way of life	sadness	1
7275	repeat key	sadness	1
7276	edge	sadness	1
7277	heartache	sadness	1
7278	out of it	sadness	1
7279	slip key	sadness	1
7280	unquiet	sadness	1
7281	live to regret (something)	sadness	1
7282	loser	sadness	1
7283	mend	sadness	1
7284	tread on sacred/dangerous ground	sadness	1
7285	meltdown	sadness	1
7286	Gunn	sadness	1
7287	nonentity	sadness	1
7288	be at/reach the end of your tether	sadness	1
7289	wistful	sadness	1
7290	health problem	sadness	1
7291	scotoma	sadness	1
7292	a storm in a teacup	sadness	1
7293	besorrow	sadness	1
7294	dislocate	sadness	1
7295	ballistic	sadness	1
7296	annual	sadness	1
7297	delicacy	sadness	1
7298	hit sb where it hurts	sadness	1
7299	lend an ear (to)	sadness	1
7300	clueless	sadness	1
7301	the male menopause	sadness	1
7302	topsy-turvy	sadness	1
7303	walk to and fro	sadness	1
7304	trag	sadness	1
7305	disappointed	sadness	1
7306	infuriated	sadness	1
7307	get one's knickers in a twist	sadness	1
7308	joyed	sadness	1
7309	be in bad, poor, the worst possible, etc. taste	sadness	1
7310	crime	sadness	1
7311	humane	sadness	1
7312	gulp sth back	sadness	1
7313	what’s wrong?	sadness	1
7314	eyed	sadness	1
7315	spiteful	sadness	1
7316	rejected or turned down	sadness	1
7317	country music	sadness	1
7318	passing	sadness	1
7319	TLC	sadness	1
7320	open your heart	sadness	1
7321	come unglued	sadness	1
7322	lovered	sadness	1
7323	a bad/nasty/unpleasant taste in your mouth	sadness	1
7324	sentimental	sadness	1
7325	men	surprise	1
7326	bat	surprise	1
7327	monumental	surprise	1
7328	set (something) on its ear	surprise	1
7329	deprehend	surprise	1
7330	aunt	surprise	1
7331	mirate	surprise	1
7332	amass	surprise	1
7333	domineer	surprise	1
7334	ha-ha	surprise	1
7335	prerotation device	surprise	1
7336	enduring	surprise	1
7337	lights	surprise	1
7338	static electricity	surprise	1
7339	mesmerize	surprise	1
7340	WORDS CONTINUE AFTER ADVERTISEMENT	surprise	1
7341	the day bible	surprise	1
7342	fitting	surprise	1
7343	intimidate	surprise	1
7344	cesspit	surprise	1
7345	crush syndrome	surprise	1
7346	brunt	surprise	1
7347	faith	surprise	1
7348	wait	surprise	1
7349	intervertebral disc	surprise	1
7350	eyes out on stalks	surprise	1
7351	immodest	surprise	1
7352	limit	surprise	1
7353	sustain	surprise	1
7354	render	surprise	1
7355	have a nasty habit/way of doing something	surprise	1
7356	well, I never	surprise	1
7357	to qualify	surprise	1
7358	foreshock	surprise	1
7359	knock someone out	surprise	1
7360	aerospike	surprise	1
7361	gank	surprise	1
7362	Jesus/Christ/Jesus Christ	surprise	1
7363	gramercy	surprise	1
7364	electric organ	surprise	1
7365	with one's pants down	surprise	1
7366	seismogram	surprise	1
7367	articulate	surprise	1
7368	electric fence	surprise	1
7369	wordless	surprise	1
7370	primary explosive	surprise	1
7371	hech	surprise	1
7372	astonishing	surprise	1
7373	coup d'�tat [or] coup d'etat	surprise	1
7374	shit	surprise	1
7375	apoplexy	surprise	1
7376	ooh	surprise	1
7377	captor	surprise	1
7378	point	surprise	1
7379	racy	surprise	1
7380	do tell	surprise	1
7381	gawd	surprise	1
7382	shock rock	surprise	1
7383	green rushes	surprise	1
7384	hsp	surprise	1
7385	awhape	surprise	1
7386	rigid	surprise	1
7387	brace	surprise	1
7388	collision	surprise	1
7389	ha	surprise	1
7390	to use big words	surprise	1
7391	sticker shock	surprise	1
7392	therapeutic shock	surprise	1
7393	stare	surprise	1
7394	bless my soul	surprise	1
7395	Godzooks	surprise	1
7396	squeamish	surprise	1
7397	graph	surprise	1
7398	to return home	surprise	1
7399	longevity	surprise	1
7400	batting	surprise	1
7401	everything is perfect	surprise	1
7402	ruggedized	surprise	1
7403	sonic boom	surprise	1
7404	draw the line	surprise	1
7405	streak	surprise	1
7406	shog	surprise	1
7407	tame	surprise	1
7408	Christmas	surprise	1
7409	dead block	surprise	1
7410	embezzle	surprise	1
7411	stagger	surprise	1
7412	telekinesis	surprise	1
7413	lighting	surprise	1
7414	lie in wait	surprise	1
7415	seismonasty	surprise	1
7416	blankly	surprise	1
7417	amazeballs	surprise	1
7418	dumbfound [or] dumfound	surprise	1
7419	aphonic	surprise	1
7420	conclave	surprise	1
7421	rejoice	surprise	1
7422	a rude awakening	surprise	1
7423	open-eyed	surprise	1
7424	peerless	surprise	1
7425	hallelujah	surprise	1
7426	hit-and-run	surprise	1
7427	rousing	surprise	1
7428	stiffen	surprise	1
7429	return shock	surprise	1
7430	hoo	surprise	1
7431	yow	surprise	1
7432	what's that supposed to mean	surprise	1
7433	startling	surprise	1
7434	hemorrhagic fever	surprise	1
7435	dag	surprise	1
7436	God	surprise	1
7437	tongue-tied	surprise	1
7438	taciturn	surprise	1
7439	recover	surprise	1
7440	sheesh	surprise	1
7441	pentylenetetrazol	surprise	1
7442	to rise above	surprise	1
7443	percussion wave	surprise	1
7444	serum albumin	surprise	1
7445	that beats everything	surprise	1
7446	psht	surprise	1
7447	criminy	surprise	1
7448	sputter	surprise	1
7449	phenomenon	surprise	1
7450	benumbed	surprise	1
7451	borosilicate glass	surprise	1
7452	friends	surprise	1
7453	lapse	surprise	1
7454	group	surprise	1
7455	dopamine	surprise	1
7456	investigation	surprise	1
7457	not blink	surprise	1
7458	unco	surprise	1
7459	eh up	surprise	1
7460	muffler	surprise	1
7461	hoity-toity	surprise	1
7462	undercarriage	surprise	1
7463	phew	surprise	1
7464	dizz	surprise	1
7465	voilà	surprise	1
7466	lovanenty	surprise	1
7467	infancy	surprise	1
7468	philopena	surprise	1
7469	kill	surprise	1
7470	somewhat	surprise	1
7471	disturbed area	surprise	1
7472	bungee	surprise	1
7473	confound	surprise	1
7474	jingo	surprise	1
7475	MacPherson strut	surprise	1
7476	chaperone	surprise	1
7477	electronic collar	surprise	1
7478	advance-guard	surprise	1
7479	as I live and breathe	surprise	1
7480	stook	surprise	1
7481	bouncing putty	surprise	1
7482	to start	surprise	1
7483	to stick out	surprise	1
7484	to undermine	surprise	1
7485	furtiveness	surprise	1
7486	electroconvulsive	surprise	1
7487	first strike	surprise	1
7488	aghasting	surprise	1
7489	headlight	surprise	1
7490	quirk	surprise	1
7491	whoa	surprise	1
7492	raad	surprise	1
7493	och	surprise	1
7494	to question authority	surprise	1
7495	blest	surprise	1
7496	to return	surprise	1
7497	squash	surprise	1
7498	electric	surprise	1
7499	glue	surprise	1
7500	oho	surprise	1
7501	escargot	surprise	1
7502	open-mouthed	surprise	1
7503	coseismal	surprise	1
7504	dwelling	surprise	1
7505	stunned	surprise	1
7506	pay dirt	surprise	1
7507	F-bomb	surprise	1
7508	electrocution	surprise	1
7509	law sakes	surprise	1
7510	manstopper	surprise	1
7511	frog	surprise	1
7512	goddess	surprise	1
7513	taser	surprise	1
7514	asymmetrical warfare	surprise	1
7515	sussultorial	surprise	1
7516	traumatize	surprise	1
7517	chock	surprise	1
7518	give away	surprise	1
7519	horrific	surprise	1
7520	bo	surprise	1
7521	cattle prod	surprise	1
7522	streak camera	surprise	1
7523	beggar belief/description	surprise	1
7524	bean	surprise	1
7525	think	surprise	1
7526	tournament	surprise	1
7527	shock	surprise	1
7528	overpressure	surprise	1
7529	been (or been and gone) and——	surprise	1
7530	Great Scott	surprise	1
7531	God-a-mercy	surprise	1
7532	beat	surprise	1
7533	gallows	surprise	1
7534	earthquake swarm	surprise	1
7535	blow	surprise	1
7536	absorb	surprise	1
7537	give someone credit for	surprise	1
7538	grand	surprise	1
7539	shock worker	surprise	1
7540	miraculous	surprise	1
7541	storm troop	surprise	1
7542	poleaxe	surprise	1
7543	stone	surprise	1
7544	take (someone) unawares	surprise	1
7545	alarm	surprise	1
7546	gobsmacked	surprise	1
7547	devastatingly	surprise	1
7548	of all things/people/places	surprise	1
7549	lawk	surprise	1
7550	ouch	surprise	1
7551	not flinch	surprise	1
7552	what	surprise	1
7553	church	surprise	1
7554	genius	surprise	1
7555	garb	surprise	1
7556	bardie	surprise	1
7557	shout	surprise	1
7558	repercussion	surprise	1
7559	subterfuge	surprise	1
7560	pasta	surprise	1
7561	make someone's hair curl	surprise	1
7562	corn	surprise	1
7563	scale	surprise	1
7564	damned	surprise	1
7565	congress	surprise	1
7566	to take in	surprise	1
7567	prodigious	surprise	1
7568	snubber	surprise	1
7569	gee-whiz	surprise	1
7570	my, (oh, my)	surprise	1
7571	electroconvulsive therapy	surprise	1
7572	ai	surprise	1
7573	catching	surprise	1
7574	allemagtig	surprise	1
7575	hot diggety dog	surprise	1
7576	jaw-dropper	surprise	1
7577	lithotripter	surprise	1
7578	wonderful	surprise	1
7579	bumper	surprise	1
7580	turn	surprise	1
7581	latency	surprise	1
7582	to quiet	surprise	1
7583	highty-tighty	surprise	1
7584	bravo	surprise	1
7585	snap	surprise	1
7586	thrave	surprise	1
7587	mum	surprise	1
7588	heh	surprise	1
7589	by jingo!	surprise	1
7590	Holy Moses	surprise	1
7591	well, well	surprise	1
7592	boom	surprise	1
7593	buffer state	surprise	1
